merchant,category,amt,gender,city,province,latitude,longitude,city_pop,job,unix_time,merch_latitude,merch_longitude,processed_at,is_fraud
Adidas,Clothing,969.31,F,Chinhoyi,Mashonaland West,-17.176524,33.832589,980032,Lawyer,1726942740,-20.179126,31.662863,2024-09-21 20:19:00,True
Zuva,Fuel,276.65,F,Karoi,Mashonaland West,-16.960294,26.850303,930255,Mining Geologist,1733320722,-18.865231,26.689184,2024-12-04 15:58:42,False
Zuva,Fuel,701.89,F,Mhangura,Mashonaland West,-18.730145,28.501061,367665,Accountant,1719193290,-17.136474,32.028414,2024-06-24 03:41:30,False
KFC,Food,63.57,M,Masvingo,Masvingo,-18.816733,30.419931,189422,Chef,1722950936,-20.664788,34.215141,2024-08-06 15:28:56,False
Foodbox,Food,1405.66,F,Marondera,Mashonaland East,-19.77974,29.353275,651590,Interior Designer,1730706880,-15.838505,33.203931,2024-11-04 09:54:40,True
Museyamwa,Other,960.31,F,Kariba,Mashonaland West,-20.045883,25.233956,368915,Pilot,1714242228,-19.673678,27.868664,2024-04-27 20:23:48,False
N Richards,Other,1800.6,F,Mhangura,Mashonaland West,-20.012059,30.693951,169809,Pharmacist,1720993882,-16.931537,28.435527,2024-07-14 23:51:22,True
Savemore,Food,726.79,F,Masvingo,Masvingo,-16.603875,27.064487,731078,Forensic Analyst,1716935727,-20.137312,32.896427,2024-05-29 00:35:27,False
Adidas,Clothing,618.78,F,Kwekwe,Midlands,-16.09164,32.133933,548990,Soldier,1708921211,-18.984092,30.99365,2024-02-26 06:20:11,False
Savemore,Food,1191.1,F,Zvishavane,Midlands,-15.19873,30.489725,501227,Marketing Specialist,1731828288,-20.011955,28.890333,2024-11-17 09:24:48,True
Foodbox,Food,4998.32,M,Marondera,Mashonaland East,-20.508508,32.345073,149587,Engineer,1733657991,-16.21028,27.718593,2024-12-08 13:39:51,True
KFC,Food,17.02,F,Kwekwe,Midlands,-18.580659,32.8009,11800,Nurse,1704390929,-18.641199,29.774683,2024-01-04 19:55:29,False
Amazon,Electronics,2327.62,F,Kwekwe,Midlands,-17.9675,27.813385,329563,Nurse,1706378141,-20.440284,34.363159,2024-01-27 19:55:41,True
Greenwood Pharmacy,Medical,102.92,F,Kwekwe,Midlands,-15.676791,30.980371,332283,Tour Guide,1716489208,-19.630273,27.518642,2024-05-23 20:33:28,False
Spar,Food,762.36,F,Lupane,Matabeleland North,-19.483238,25.587482,422063,Athlete,1728708809,-19.35063,27.770734,2024-10-12 06:53:29,False
Kombi,Other,573.67,M,Shurugwi,Midlands,-19.850613,31.305373,453558,Driver,1709603261,-15.604591,29.402263,2024-03-05 03:47:41,False
Museyamwa,Other,4019.61,F,Hwange,Matabeleland North,-19.177764,30.521994,997872,Hwindi,1709533912,-20.767712,28.435158,2024-03-04 08:31:52,True
Pfeka,Clothing,583.86,M,Mutare,Manicaland,-19.820038,28.338073,357803,Farmer,1703376300,-19.41024,29.031367,2023-12-24 02:05:00,False
Indrive,Other,81.81,F,Kariba,Mashonaland West,-17.702703,30.864178,285507,Mining Geologist,1729751019,-16.934964,32.871622,2024-10-24 08:23:39,False
Under Armour,Clothing,3749.89,M,Harare,Harare,-16.257187,29.509402,911847,Musician,1727513805,-17.372709,27.914639,2024-09-28 10:56:45,True
Push Athletics,Clothing,416.91,F,Bulawayo,Bulawayo,-18.891886,29.509223,155949,Engineer,1732803620,-15.627989,33.402443,2024-11-28 16:20:20,False
QV Pharmacy,Medical,982.94,M,Mhangura,Mashonaland West,-20.288189,27.543363,325185,Radiographer,1730356285,-17.44538,29.007515,2024-10-31 08:31:25,False
Trade Center,Other,346.46,F,Chinhoyi,Mashonaland West,-16.202623,27.757334,692351,Artist,1724908268,-18.643118,34.263569,2024-08-29 07:11:08,False
Amazon,Electronics,685.57,M,Lupane,Matabeleland North,-15.124523,34.984295,399209,Lawyer,1720434354,-20.667714,29.215078,2024-07-08 12:25:54,False
Uber,Other,54.34,F,Beit Bridge,Matabeleland South,-16.861829,26.135912,282961,Doctor,1711738005,-20.164377,29.187864,2024-03-29 20:46:45,False
Pfeka,Clothing,2756.66,F,Bulawayo,Bulawayo,-19.423903,31.302568,499167,Farmer,1719074680,-15.605676,27.861354,2024-06-22 18:44:40,True
Chicken Slice,Food,726.68,F,Beit Bridge,Matabeleland South,-17.02262,33.682979,524759,Social Worker,1732112094,-17.53429,33.820719,2024-11-20 16:14:54,False
Museyamwa,Other,689.2,F,Bulawayo,Bulawayo,-17.29347,25.553028,331886,Civil Servant,1705104325,-19.54686,34.460172,2024-01-13 02:05:25,False
Chicken Slice,Food,4128.16,F,Harare,Harare,-18.986766,32.602604,573388,Pilot,1708790397,-15.425945,30.419618,2024-02-24 17:59:57,True
Museyamwa,Other,183.91,F,Zvishavane,Midlands,-20.668721,33.665507,802618,Hwindi,1702944617,-15.319724,29.814811,2023-12-19 02:10:17,False
Total,Fuel,2753.31,F,Hwange,Matabeleland North,-17.908325,25.235092,800714,Plumber,1721888438,-20.500924,25.81157,2024-07-25 08:20:38,True
N Richards,Other,831.16,M,Hwange,Matabeleland North,-20.685898,25.85792,408218,Environmental Consultant,1707678657,-19.333407,31.245824,2024-02-11 21:10:57,False
Zuva,Fuel,874.12,M,Shurugwi,Midlands,-15.953865,27.35104,884271,Pilot,1723351778,-17.630547,31.790318,2024-08-11 06:49:38,False
Foodbox,Food,1260.29,M,Hwange,Matabeleland North,-20.001616,31.083903,144806,Mining Geologist,1729308862,-18.535376,29.812136,2024-10-19 05:34:22,True
Choppies,Food,3067.31,M,Marondera,Mashonaland East,-17.036561,31.236586,301178,Pilot,1712218661,-16.688951,33.664649,2024-04-04 10:17:41,True
Pfeka,Clothing,701.65,F,Lupane,Matabeleland North,-18.288254,28.592358,213383,Accountant,1722139692,-19.555011,34.86253,2024-07-28 06:08:12,False
Thuli,Fuel,1791.66,M,Zvishavane,Midlands,-18.114746,34.293964,44629,Actuary,1725554813,-19.050184,31.447186,2024-09-05 18:46:53,True
Museyamwa,Other,3747.26,M,Chinhoyi,Mashonaland West,-15.823191,33.336534,324016,Microbiologist,1712608384,-18.4174,29.68796,2024-04-08 22:33:04,True
Savemore,Food,454.56,M,Chivhu,Mashonaland East,-18.391556,31.870357,541220,Electrician,1715207644,-16.63338,30.718336,2024-05-09 00:34:04,False
Savemore,Food,765.15,F,Kariba,Mashonaland West,-16.854988,29.120342,725871,Mechanic,1707577822,-15.50442,26.614397,2024-02-10 17:10:22,False
Amazon,Electronics,487.21,F,Chinhoyi,Mashonaland West,-15.419504,25.802114,744433,Electrician,1725670418,-17.371127,27.790541,2024-09-07 02:53:38,False
Museyamwa,Other,342.12,F,Zvishavane,Midlands,-16.070467,34.106394,890995,Farmer,1731190114,-17.763194,30.125454,2024-11-10 00:08:34,False
Amazon,Electronics,718.48,M,Chinhoyi,Mashonaland West,-16.338381,26.57429,709406,Electrician,1715231600,-19.527806,28.27474,2024-05-09 07:13:20,False
Zuva,Fuel,1778.21,F,Bulawayo,Bulawayo,-20.080731,31.824801,927968,Civil Servant,1716963829,-17.723139,30.47016,2024-05-29 08:23:49,True
eBay,Other,246.29,M,Gweru,Midlands,-17.630205,27.668562,797833,Research Scientist,1716609669,-18.378662,26.86763,2024-05-25 06:01:09,False
Foodbox,Food,109.85,M,Shurugwi,Midlands,-15.307524,26.819686,153768,Mechanic,1714189134,-16.193486,25.980869,2024-04-27 05:38:54,False
Foodbox,Food,468.06,F,Mhangura,Mashonaland West,-18.989445,33.800751,715283,Accountant,1723770065,-17.338478,32.883541,2024-08-16 03:01:05,False
Trade Center,Other,407.39,M,Hwange,Matabeleland North,-19.407605,27.906649,649217,Statistician,1732751166,-19.172259,31.786424,2024-11-28 01:46:06,False
Adidas,Clothing,977.32,F,Hwange,Matabeleland North,-18.556647,34.953581,995737,Teacher,1716775638,-16.516515,33.934031,2024-05-27 04:07:18,False
Amazon,Electronics,863.7,F,Mutare,Manicaland,-17.440433,25.976097,129770,Lawyer,1726352911,-16.632764,27.650669,2024-09-15 00:28:31,False
Greenwood Pharmacy,Medical,930.23,F,Bulawayo,Bulawayo,-20.484237,29.665065,853936,Physiotherapist,1721109911,-17.869967,30.197424,2024-07-16 08:05:11,False
Engen,Fuel,323.14,F,Shurugwi,Midlands,-19.382118,25.074087,870976,Mining Geologist,1708522198,-17.83146,30.292178,2024-02-21 15:29:58,False
7 Rings,Other,419.5,M,Beit Bridge,Matabeleland South,-20.394382,33.498645,78589,Plumber,1717377117,-18.139742,30.230442,2024-06-03 03:11:57,False
Engen,Fuel,1156.37,M,Marondera,Mashonaland East,-15.964984,29.949212,542592,Event Planner,1728896803,-20.250566,25.736252,2024-10-14 11:06:43,True
Chicken Slice,Food,705.11,M,Masvingo,Masvingo,-20.982594,33.995917,18060,Real Estate Agent,1719747524,-15.214257,27.117798,2024-06-30 13:38:44,False
Under Armour,Clothing,426.19,F,Bulawayo,Bulawayo,-15.32916,31.565896,792038,Athlete,1716807368,-19.14977,34.513282,2024-05-27 12:56:08,False
Foodbox,Food,831.75,M,Beit Bridge,Matabeleland South,-17.069922,28.372973,178633,Lawyer,1716239617,-18.525586,33.362846,2024-05-20 23:13:37,False
Foodbox,Food,2916.93,F,Marondera,Mashonaland East,-18.121262,31.826458,875042,Accountant,1715522347,-18.784185,29.541377,2024-05-12 15:59:07,True
QV Pharmacy,Medical,2936.68,F,Mutare,Manicaland,-19.436797,33.26228,903476,Tour Guide,1714301740,-18.599639,32.252234,2024-04-28 12:55:40,True
Under Armour,Clothing,573.29,F,Beit Bridge,Matabeleland South,-16.842455,29.293134,240221,Nurse,1724532063,-18.46849,32.619037,2024-08-24 22:41:03,False
Zuva,Fuel,3422.53,F,Marondera,Mashonaland East,-16.488988,32.655657,804927,Mining Geologist,1720197154,-18.885033,29.469018,2024-07-05 18:32:34,True
Push Athletics,Clothing,3487.79,F,Vic Falls,Matabeleland North,-20.005095,26.394069,935038,Architect,1704520811,-17.508509,28.811188,2024-01-06 08:00:11,True
Pick n Pay,Food,2792.95,M,Shurugwi,Midlands,-17.342586,28.100958,185653,Chef,1724383876,-20.154519,27.213501,2024-08-23 05:31:16,True
KFC,Food,513.71,M,Zvishavane,Midlands,-18.836865,33.946225,938579,Accountant,1714699585,-19.373037,26.414427,2024-05-03 03:26:25,False
Greenwood Pharmacy,Medical,334.16,F,Mutare,Manicaland,-19.251171,30.346511,598888,Athlete,1725187733,-19.888849,27.196721,2024-09-01 12:48:53,False
Zuva,Fuel,587.5,F,Lupane,Matabeleland North,-18.63838,26.87088,695194,Auditor,1726045517,-16.169939,28.657982,2024-09-11 11:05:17,False
Trade Center,Other,4174.08,F,Mutare,Manicaland,-16.246936,31.788709,978327,Actuary,1714419225,-19.774643,34.780827,2024-04-29 21:33:45,True
Chicken Inn,Food,229.94,F,Kariba,Mashonaland West,-15.200184,29.656013,283709,Doctor,1710461150,-19.128577,31.358789,2024-03-15 02:05:50,False
Under Armour,Clothing,3497.19,F,Beit Bridge,Matabeleland South,-16.008181,25.438967,418184,Pharmacist,1703658112,-16.868762,28.647582,2023-12-27 08:21:52,True
Nike,Clothing,2391.82,M,Kwekwe,Midlands,-19.744946,25.468734,151410,Microbiologist,1733840579,-18.038438,26.275366,2024-12-10 16:22:59,True
Kombi,Other,667.45,M,Kariba,Mashonaland West,-17.564743,30.993659,977053,Microbiologist,1727412017,-19.461096,33.252295,2024-09-27 06:40:17,True
Chicken Slice,Food,717.53,F,Bulawayo,Bulawayo,-20.494868,34.829362,375122,Architect,1730036098,-16.355324,28.845185,2024-10-27 15:34:58,False
Zuva,Fuel,390.31,M,Mhangura,Mashonaland West,-15.909191,31.762296,728091,Human Resource Manager,1721571766,-19.431783,31.3325,2024-07-21 16:22:46,False
Engen,Fuel,977.64,M,Chivhu,Mashonaland East,-18.546073,29.668839,676112,Athlete,1726291727,-20.580919,32.205656,2024-09-14 07:28:47,False
QV Pharmacy,Medical,3236.26,M,Masvingo,Masvingo,-18.949957,30.93521,709640,Microbiologist,1714649964,-18.053929,27.360543,2024-05-02 13:39:24,True
Engen,Fuel,88.49,F,Karoi,Mashonaland West,-20.637901,31.139477,386290,Hwindi,1706595820,-20.577178,27.359306,2024-01-30 08:23:40,False
MedOrange,Medical,751.83,F,Gweru,Midlands,-15.368243,30.566318,347042,Teacher,1726026151,-18.291656,29.526107,2024-09-11 05:42:31,False
Spar,Food,4210.63,F,Chivhu,Mashonaland East,-15.358935,33.139233,131776,Research Scientist,1718645163,-18.753357,32.890608,2024-06-17 19:26:03,True
Pfeka,Clothing,882.39,M,Shurugwi,Midlands,-17.746994,28.536303,943371,Pilot,1728943277,-15.646208,33.139177,2024-10-15 00:01:17,False
7 Rings,Other,4129.49,F,Kwekwe,Midlands,-17.498126,29.064831,646682,Nurse,1732264955,-15.563687,32.946904,2024-11-22 10:42:35,True
Foodbox,Food,150.74,M,Kwekwe,Midlands,-15.060562,29.128414,762873,Soldier,1712754016,-19.834878,27.913848,2024-04-10 15:00:16,False
Nike,Clothing,1839.52,M,Beit Bridge,Matabeleland South,-20.380701,26.767302,558174,Forensic Analyst,1726108051,-17.984437,28.34702,2024-09-12 04:27:31,True
N Richards,Other,758.13,M,Kwekwe,Midlands,-17.210773,33.009539,640129,Real Estate Agent,1713867834,-19.641247,33.281663,2024-04-23 12:23:54,True
Engen,Fuel,604.7,M,Harare,Harare,-18.343165,32.139992,638144,Other,1732560096,-19.950836,33.20309,2024-11-25 20:41:36,False
Savemore,Food,784.14,F,Zvishavane,Midlands,-20.619388,28.293469,851787,Civil Servant,1715110960,-20.03709,29.90166,2024-05-07 21:42:40,False
Amazon,Electronics,910.61,F,Kariba,Mashonaland West,-15.789619,29.67505,311110,Pharmacist,1706120937,-17.16318,32.033903,2024-01-24 20:28:57,False
Engen,Fuel,4948.53,F,Mhangura,Mashonaland West,-16.559323,32.286628,638431,Pharmacist,1721932367,-15.229048,28.334173,2024-07-25 20:32:47,True
Spar,Food,1938.41,M,Gweru,Midlands,-15.978578,29.063229,465175,Other,1721303808,-20.029682,27.087123,2024-07-18 13:56:48,True
Under Armour,Clothing,494.36,M,Marondera,Mashonaland East,-16.780513,26.782909,736868,Farmer,1723187261,-17.703357,29.87992,2024-08-09 09:07:41,False
Push Athletics,Clothing,3653.05,M,Gweru,Midlands,-16.723916,29.700254,611283,Mechanic,1704496524,-19.763904,31.051824,2024-01-06 01:15:24,True
Chicken Slice,Food,57.43,F,Shurugwi,Midlands,-20.407334,29.191086,338887,Pharmacist,1717654856,-19.116316,32.229878,2024-06-06 08:20:56,False
Spar,Food,364.36,F,Shurugwi,Midlands,-16.078472,26.577661,882391,Radiographer,1702657173,-20.473,30.180728,2023-12-15 18:19:33,False
N Richards,Other,479.02,F,Karoi,Mashonaland West,-18.160967,33.82855,545856,Soldier,1712272426,-18.303487,30.005046,2024-04-05 01:13:46,False
Chicken Slice,Food,3719.76,F,Harare,Harare,-17.916992,29.245879,109462,Data Scientist,1705021649,-15.734652,30.685591,2024-01-12 03:07:29,True
Uber,Other,1223.98,M,Chinhoyi,Mashonaland West,-18.75902,34.579694,800087,Artist,1705723607,-16.455422,25.516494,2024-01-20 06:06:47,True
7 Rings,Other,106.04,F,Gweru,Midlands,-18.174566,30.511653,445025,Real Estate Agent,1712532030,-15.872139,34.501273,2024-04-08 01:20:30,False
eBay,Other,622.27,F,Beit Bridge,Matabeleland South,-18.50857,31.134947,146660,Musician,1731812267,-20.765227,29.97513,2024-11-17 04:57:47,False
Savemore,Food,2142.47,F,Kariba,Mashonaland West,-16.490393,29.597833,95373,Driver,1720285220,-15.54543,34.287695,2024-07-06 19:00:20,True
Under Armour,Clothing,146.72,M,Harare,Harare,-18.506524,26.785816,100909,Insurance Broker,1728732280,-20.032049,31.575673,2024-10-12 13:24:40,False
Total,Fuel,509.67,F,Gweru,Midlands,-17.403237,30.249933,221440,Event Planner,1707484533,-17.436623,30.726257,2024-02-09 15:15:33,False
Museyamwa,Other,2570.14,F,Mhangura,Mashonaland West,-19.136179,26.302681,322092,Mining Geologist,1707282280,-17.263232,34.324323,2024-02-07 07:04:40,True
Uber,Other,450.92,M,Vic Falls,Matabeleland North,-17.307207,26.253482,255560,Interior Designer,1717919826,-20.576399,27.937381,2024-06-09 09:57:06,False
Chicken Inn,Food,929.49,M,Kariba,Mashonaland West,-17.862835,33.083937,150030,IT Support,1725489427,-18.858922,34.828098,2024-09-05 00:37:07,False
Chicken Slice,Food,4147.18,M,Mhangura,Mashonaland West,-19.430734,34.380717,223587,Soldier,1711884095,-15.601689,30.131491,2024-03-31 13:21:35,True
Chicken Slice,Food,556.47,M,Kwekwe,Midlands,-17.885505,29.147407,101044,Architect,1724253744,-18.837291,25.779773,2024-08-21 17:22:24,False
MedOrange,Medical,4933.17,F,Bulawayo,Bulawayo,-15.224117,33.308645,367601,Mechanic,1717244504,-20.701796,31.94445,2024-06-01 14:21:44,True
Under Armour,Clothing,238.31,F,Zvishavane,Midlands,-18.97033,28.065158,214592,Veterinarian,1728323534,-20.052017,28.545701,2024-10-07 19:52:14,False
Spar,Food,167.49,M,Kariba,Mashonaland West,-18.365513,27.80583,532109,Chef,1714376620,-16.633976,30.927347,2024-04-29 09:43:40,False
Adidas,Clothing,281.28,F,Marondera,Mashonaland East,-18.611082,27.327508,690138,Banker,1713418712,-19.810964,26.265854,2024-04-18 07:38:32,False
Chicken Inn,Food,428.41,M,Gweru,Midlands,-17.302163,27.169834,685853,Statistician,1703627257,-17.040314,30.966596,2023-12-26 23:47:37,False
Indrive,Other,541.53,M,Mhangura,Mashonaland West,-20.500875,31.208537,318440,Artist,1706419425,-20.534171,33.790152,2024-01-28 07:23:45,False
Zuva,Fuel,623.95,F,Mutare,Manicaland,-16.710797,32.790733,246945,Politician,1712678954,-15.866301,30.854318,2024-04-09 18:09:14,False
Indrive,Other,3539.16,F,Vic Falls,Matabeleland North,-16.954627,30.225016,904133,Interior Designer,1714755800,-18.223574,32.396126,2024-05-03 19:03:20,True
Total,Fuel,359.93,M,Harare,Harare,-20.823705,28.041551,604237,Insurance Broker,1720576217,-19.209005,31.674525,2024-07-10 03:50:17,False
Total,Fuel,587.75,M,Marondera,Mashonaland East,-19.104674,32.556584,49168,Tour Guide,1703650304,-17.462966,33.484915,2023-12-27 06:11:44,False
Greenwood Pharmacy,Medical,3221.3,M,Mhangura,Mashonaland West,-18.19891,28.051928,883627,Architect,1713421617,-15.346341,34.624554,2024-04-18 08:26:57,True
eBay,Other,289.77,M,Vic Falls,Matabeleland North,-20.182398,27.252387,562459,Tour Guide,1730433334,-20.781678,30.373216,2024-11-01 05:55:34,False
7 Rings,Other,4228.16,F,Chinhoyi,Mashonaland West,-18.343884,27.080928,758228,Other,1733155385,-17.359948,34.912218,2024-12-02 18:03:05,True
Greenwood Pharmacy,Medical,747.8,F,Masvingo,Masvingo,-20.505124,25.09003,898807,Environmental Consultant,1704058355,-16.75353,30.671044,2023-12-31 23:32:35,False
Savemore,Food,115.04,M,Harare,Harare,-19.520462,28.020393,842723,Graphic Designer,1728725882,-19.904226,25.093251,2024-10-12 11:38:02,False
Chicken Slice,Food,1739.86,M,Chinhoyi,Mashonaland West,-17.610888,26.608742,210253,Artist,1702708092,-18.718014,32.996069,2023-12-16 08:28:12,True
Engen,Fuel,1259.74,F,Lupane,Matabeleland North,-16.104491,26.694836,446524,Electrician,1730960137,-16.175299,28.199668,2024-11-07 08:15:37,True
Trade Center,Other,322.04,M,Beit Bridge,Matabeleland South,-16.707925,32.701218,589447,Athlete,1703604148,-16.610466,25.921994,2023-12-26 17:22:28,False
Engen,Fuel,402.5,M,Shurugwi,Midlands,-15.19889,25.558174,128124,IT Support,1707830431,-18.888169,34.721657,2024-02-13 15:20:31,False
Choppies,Food,4139.64,M,Gweru,Midlands,-19.694635,31.081495,59323,Driver,1709024067,-18.147877,26.472914,2024-02-27 10:54:27,True
Total,Fuel,623.92,M,Gweru,Midlands,-18.749502,25.011184,171929,Plumber,1707743979,-19.250581,28.514169,2024-02-12 15:19:39,False
Zuva,Fuel,1154.36,F,Mhangura,Mashonaland West,-20.473047,33.850443,273942,Accountant,1711068644,-17.584814,29.21498,2024-03-22 02:50:44,True
Kombi,Other,1715.12,M,Masvingo,Masvingo,-20.917864,34.249152,264459,Human Resource Manager,1714809051,-16.880846,26.465527,2024-05-04 09:50:51,True
QV Pharmacy,Medical,4351.48,F,Gweru,Midlands,-20.120628,29.349849,614896,Real Estate Agent,1703611190,-16.877839,30.830996,2023-12-26 19:19:50,True
7 Rings,Other,571.97,F,Gweru,Midlands,-19.609807,34.541965,239807,Tour Guide,1707355906,-19.444396,28.472937,2024-02-08 03:31:46,False
Engen,Fuel,106.14,F,Kariba,Mashonaland West,-19.814338,25.548842,243347,Real Estate Agent,1708531567,-15.86766,26.755125,2024-02-21 18:06:07,False
Adidas,Clothing,981.92,F,Gweru,Midlands,-17.916191,33.185521,261167,Teacher,1721264855,-18.15895,31.363012,2024-07-18 03:07:35,False
Choppies,Food,4043.87,F,Chinhoyi,Mashonaland West,-19.608228,29.169912,734108,Interior Designer,1720471908,-20.611177,25.191914,2024-07-08 22:51:48,True
Foodbox,Food,545.65,F,Gweru,Midlands,-18.626762,34.993005,59917,Physiotherapist,1733693068,-16.356331,29.652038,2024-12-08 23:24:28,False
Total,Fuel,3338.73,F,Kariba,Mashonaland West,-16.727617,32.232171,268162,Data Scientist,1715075863,-17.776711,34.073101,2024-05-07 11:57:43,True
Thuli,Fuel,1558.57,F,Masvingo,Masvingo,-18.454812,28.004072,606003,Statistician,1731965595,-20.560761,34.360498,2024-11-18 23:33:15,True
Uber,Other,833.39,F,Kariba,Mashonaland West,-19.641037,32.413525,735520,Insurance Broker,1720798158,-18.688953,34.726075,2024-07-12 17:29:18,True
Adidas,Clothing,581.46,M,Hwange,Matabeleland North,-15.058517,25.302621,462852,Data Scientist,1732614905,-19.815928,30.629453,2024-11-26 11:55:05,False
Chicken Slice,Food,3547.99,F,Kariba,Mashonaland West,-19.066014,28.938124,28023,Insurance Broker,1728196539,-19.66709,26.106688,2024-10-06 08:35:39,True
Thuli,Fuel,2615.46,F,Chinhoyi,Mashonaland West,-15.890608,31.641778,248410,Mining Geologist,1709509206,-18.999646,32.926149,2024-03-04 01:40:06,True
Trade Center,Other,191.65,F,Harare,Harare,-15.794966,31.191408,673510,Research Scientist,1727091283,-20.764948,30.645123,2024-09-23 13:34:43,False
Thuli,Fuel,95.72,M,Chinhoyi,Mashonaland West,-18.453402,29.452653,933482,Microbiologist,1726166387,-18.199465,25.438043,2024-09-12 20:39:47,False
Nike,Clothing,3944.27,M,Marondera,Mashonaland East,-20.773091,32.621963,596452,Civil Servant,1705998578,-18.79789,31.977153,2024-01-23 10:29:38,True
Choppies,Food,3452.64,M,Marondera,Mashonaland East,-16.431376,31.288258,800930,IT Support,1709780788,-15.149779,26.515517,2024-03-07 05:06:28,True
Adidas,Clothing,1549.49,F,Mutare,Manicaland,-19.22409,25.817596,667291,Other,1720749849,-17.925243,31.990235,2024-07-12 04:04:09,True
Choppies,Food,192.38,F,Vic Falls,Matabeleland North,-16.532004,31.47554,233264,Mechanic,1703010140,-17.885893,30.755561,2023-12-19 20:22:20,False
Push Athletics,Clothing,1846.99,M,Bulawayo,Bulawayo,-17.649965,25.610038,821810,Plumber,1733224420,-17.58717,28.54314,2024-12-03 13:13:40,True
7 Rings,Other,891.45,F,Vic Falls,Matabeleland North,-16.536072,33.099304,442348,Nurse,1722414164,-15.576224,29.548029,2024-07-31 10:22:44,True
Museyamwa,Other,877.74,F,Mutare,Manicaland,-20.598566,34.809846,983563,Actuary,1707982217,-17.73207,29.170535,2024-02-15 09:30:17,True
Push Athletics,Clothing,888.55,M,Kwekwe,Midlands,-15.958488,27.041109,858849,Auditor,1733824382,-18.39884,33.625591,2024-12-10 11:53:02,True
7 Rings,Other,2747.56,M,Zvishavane,Midlands,-20.631692,28.795411,978536,Civil Servant,1716438145,-16.914296,33.48231,2024-05-23 06:22:25,True
Under Armour,Clothing,2186.47,M,Shurugwi,Midlands,-15.411211,28.183714,161328,Architect,1703092888,-17.425444,25.611323,2023-12-20 19:21:28,True
Pick n Pay,Food,2923.08,F,Chivhu,Mashonaland East,-16.517432,25.153033,82043,Marketing Specialist,1702654977,-18.861117,25.065676,2023-12-15 17:42:57,True
Pick n Pay,Food,689.74,F,Chinhoyi,Mashonaland West,-18.233273,34.542768,976180,Electrician,1705181654,-18.838024,25.959873,2024-01-13 23:34:14,False
Greenwood Pharmacy,Medical,2529.33,M,Lupane,Matabeleland North,-16.861662,31.392386,15929,Microbiologist,1713508935,-17.663881,32.377348,2024-04-19 08:42:15,True
Amazon,Electronics,655.09,M,Vic Falls,Matabeleland North,-16.959454,26.238702,58924,Marketing Specialist,1733209108,-17.404648,26.311842,2024-12-03 08:58:28,False
Push Athletics,Clothing,4650.92,M,Harare,Harare,-20.407115,25.266212,793977,Actuary,1719764251,-19.13789,31.737362,2024-06-30 18:17:31,True
Choppies,Food,511.41,F,Kariba,Mashonaland West,-18.38112,29.621779,800055,Mining Geologist,1712168251,-18.802773,25.800396,2024-04-03 20:17:31,True
Kombi,Other,2420.92,F,Shurugwi,Midlands,-15.751256,25.258931,710078,Forensic Analyst,1725007147,-17.063951,31.27176,2024-08-30 10:39:07,True
Pfeka,Clothing,575.15,F,Shurugwi,Midlands,-16.576081,25.209766,438927,Real Estate Agent,1706358455,-17.136325,32.026383,2024-01-27 14:27:35,True
Nike,Clothing,462.69,F,Harare,Harare,-17.814861,30.609986,167371,Marketing Specialist,1703708831,-15.213421,34.621347,2023-12-27 22:27:11,False
Nike,Clothing,329.01,F,Lupane,Matabeleland North,-19.145556,31.962243,280538,IT Support,1713789525,-15.36197,29.304054,2024-04-22 14:38:45,False
QV Pharmacy,Medical,555.13,M,Karoi,Mashonaland West,-20.810298,32.973862,276341,Insurance Broker,1733160993,-15.963562,34.25286,2024-12-02 19:36:33,False
Zuva,Fuel,337.83,F,Masvingo,Masvingo,-19.209876,33.057717,420317,Driver,1716571727,-18.038685,29.190245,2024-05-24 19:28:47,False
Museyamwa,Other,4712.95,M,Chinhoyi,Mashonaland West,-16.015166,34.561073,108689,Veterinarian,1717764992,-18.274654,29.120286,2024-06-07 14:56:32,True
Foodbox,Food,558.34,M,Chinhoyi,Mashonaland West,-18.754195,27.980788,414097,Politician,1709792779,-19.461101,25.989276,2024-03-07 08:26:19,False
Pick n Pay,Food,2522.95,F,Bulawayo,Bulawayo,-17.582535,29.383815,932154,Chef,1730952012,-19.214372,26.699351,2024-11-07 06:00:12,True
Total,Fuel,1242.36,M,Kariba,Mashonaland West,-18.405935,32.976921,619062,Real Estate Agent,1731377612,-20.631743,28.06596,2024-11-12 04:13:32,True
Engen,Fuel,4633.23,F,Lupane,Matabeleland North,-19.797477,32.324749,172590,Environmental Consultant,1715872397,-18.00384,33.036027,2024-05-16 17:13:17,True
Uber,Other,793.22,M,Beit Bridge,Matabeleland South,-19.711801,27.658653,61653,Hwindi,1728207379,-17.985856,27.917741,2024-10-06 11:36:19,False
Spar,Food,1055.96,M,Masvingo,Masvingo,-16.913928,32.890906,898287,Banker,1718532376,-18.309927,25.837048,2024-06-16 12:06:16,True
Greenwood Pharmacy,Medical,4581.41,F,Chinhoyi,Mashonaland West,-15.401849,30.410919,54537,Accountant,1706227040,-19.720796,31.527984,2024-01-26 01:57:20,True
MedOrange,Medical,2818.57,M,Masvingo,Masvingo,-16.434286,33.507292,958261,Mechanic,1708426214,-18.89862,29.012672,2024-02-20 12:50:14,True
Amazon,Electronics,680.75,F,Harare,Harare,-18.48036,25.83539,393966,Forensic Analyst,1724531528,-16.225033,26.365092,2024-08-24 22:32:08,False
